partida_id,data,ano,rodata,mandante,visitante,gols_mandante,gols_visitante,resultado,total_gols,saldo_mandante,vencedor,arena,mandante_Estado,visitante_Estado,gols_penalti_mandante,gols_penalti_visitante,gols_contra_mandante,gols_contra_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,cartao_vermelho_mandante,cartao_vermelho_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,impedimentos_mandante,impedimentos_visitante,passes_mandante,passes_visitante,posse_de_bola_mandante,posse_de_bola_visitante
166,2003-06-22,2003,14,Juventude,Cruzeiro,0,1,Vitória Visitante,1,-1,Cruzeiro, Alfredo Jaconi,RS,MG,,,,,,,,,,,,,,,,,,,,,,
167,2003-06-22,2003,14,Fluminense,Guarani,5,2,Vitória Mandante,7,3,Fluminense, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
168,2003-06-28,2003,15,Fortaleza,Vasco,0,1,Vitória Visitante,1,-1,Vasco, Castelão,CE,RJ,,,,,,,,,,,,,,,,,,,,,,
169,2003-06-28,2003,15,Coritiba,Sao Caetano,2,0,Vitória Mandante,2,2,Coritiba, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
170,2003-06-28,2003,15,Gremio,Juventude,1,4,Vitória Visitante,5,-3,Juventude, Olímpico,RS,RS,,,,,,,,,,,,,,,,,,,,,,
171,2003-06-28,2003,15,Santos,Bahia,4,0,Vitória Mandante,4,4,Santos, Vila Belmiro,SP,BA,,,,,,,,,,,,,,,,,,,,,,
172,2003-06-28,2003,15,Flamengo,Figueirense,0,2,Vitória Visitante,2,-2,Figueirense, Maracanã,RJ,SC,,,,,,,,,,,,,,,,,,,,,,
173,2003-06-29,2003,15,Corinthians,Fluminense,1,0,Vitória Mandante,1,1,Corinthians, Pacaembu,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
174,2003-06-29,2003,15,Guarani,Sao Paulo,0,1,Vitória Visitante,1,-1,Sao Paulo, Brinco de Ouro,SP,SP,,,,,,,,,,,,,,,,,,,,,,
175,2003-06-29,2003,15,Criciuma,Paysandu,2,0,Vitória Mandante,2,2,Criciuma, Heriberto Hulse,SC,PA,,,,,,,,,,,,,,,,,,,,,,
176,2003-06-29,2003,15,Vitoria,Athletico-PR,1,0,Vitória Mandante,1,1,Vitoria, Barradão,BA,PR,,,,,,,,,,,,,,,,,,,,,,
177,2003-06-29,2003,15,Cruzeiro,Internacional,3,2,Vitória Mandante,5,1,Cruzeiro, Mineirão,MG,RS,,,,,,,,,,,,,,,,,,,,,,
178,2003-06-29,2003,15,Parana,Atletico-MG,1,1,Empate,2,0,-, Pinheirão,PR,MG,,,,,,,,,,,,,,,,,,,,,,
181,2003-07-05,2003,16,Vasco,Parana,1,4,Vitória Visitante,5,-3,Parana, São Januário,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
182,2003-07-05,2003,16,Sao Paulo,Sao Caetano,1,1,Empate,2,0,-, Morumbi,SP,SP,,,,,,,,,,,,,,,,,,,,,,
183,2003-07-05,2003,16,Figueirense,Cruzeiro,1,0,Vitória Mandante,1,1,Figueirense, Orlando Scarpelli,SC,MG,,,,,,,,,,,,,,,,,,,,,,
184,2003-07-05,2003,16,Atletico-MG,Paysandu,3,2,Vitória Mandante,5,1,Atletico-MG,  Independência,MG,PA,,,,,,,,,,,,,,,,,,,,,,
185,2003-07-06,2003,16,Gremio,Flamengo,2,0,Vitória Mandante,2,2,Gremio, Olímpico,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
186,2003-07-06,2003,16,Guarani,Goias,3,2,Vitória Mandante,5,1,Guarani, Brinco de Ouro,SP,GO,,,,,,,,,,,,,,,,,,,,,,
187,2003-07-06,2003,16,Athletico-PR,Corinthians,3,1,Vitória Mandante,4,2,Athletico-PR, Arena da Baixada,PR,SP,,,,,,,,,,,,,,,,,,,,,,
188,2003-07-06,2003,16,Juventude,Internacional,1,1,Empate,2,0,-, Alfredo Jaconi,RS,RS,,,,,,,,,,,,,,,,,,,,,,
189,2003-07-06,2003,16,Fortaleza,Criciuma,0,1,Vitória Visitante,1,-1,Criciuma, Presidente Vargas,CE,SC,,,,,,,,,,,,,,,,,,,,,,
190,2003-07-06,2003,16,Vitoria,Ponte Preta,1,4,Vitória Visitante,5,-3,Ponte Preta, Barradão,BA,SP,,,,,,,,,,,,,,,,,,,,,,
191,2003-07-06,2003,16,Santos,Coritiba,3,1,Vitória Mandante,4,2,Santos, Vila Belmiro,SP,PR,,,,,,,,,,,,,,,,,,,,,,
192,2003-07-06,2003,16,Fluminense,Bahia,1,0,Vitória Mandante,1,1,Fluminense, Maracanã,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
193,2003-07-09,2003,17,Sao Caetano,Athletico-PR,0,0,Empate,0,0,-, Anacleto Campanella,SP,PR,,,,,,,,,,,,,,,,,,,,,,
194,2003-07-09,2003,17,Corinthians,Santos,1,1,Empate,2,0,-, Morumbi,SP,SP,,,,,,,,,,,,,,,,,,,,,,
195,2003-07-09,2003,17,Cruzeiro,Fortaleza,2,0,Vitória Mandante,2,2,Cruzeiro, Mineirão,MG,CE,,,,,,,,,,,,,,,,,,,,,,
196,2003-07-09,2003,17,Bahia,Guarani,2,0,Vitória Mandante,2,2,Bahia, Fonte Nova,BA,SP,,,,,,,,,,,,,,,,,,,,,,
197,2003-07-09,2003,17,Paysandu,Figueirense,1,0,Vitória Mandante,1,1,Paysandu, Mangueirão,PA,SC,,,,,,,,,,,,,,,,,,,,,,
198,2003-07-09,2003,17,Goias,Vitoria,1,1,Empate,2,0,-, Serra Dourada,GO,BA,,,,,,,,,,,,,,,,,,,,,,
199,2003-07-09,2003,17,Flamengo,Juventude,2,1,Vitória Mandante,3,1,Flamengo, Maracanã,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
200,2003-07-09,2003,17,Internacional,Vasco,2,1,Vitória Mandante,3,1,Internacional, Beira Rio,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
201,2003-07-09,2003,17,Coritiba,Sao Paulo,0,2,Vitória Visitante,2,-2,Sao Paulo, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
202,2003-07-10,2003,17,Ponte Preta,Fluminense,3,0,Vitória Mandante,3,3,Ponte Preta, Moisés Lucarelli,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
203,2003-07-10,2003,17,Criciuma,Atletico-MG,1,0,Vitória Mandante,1,1,Criciuma, Heriberto Hulse,SC,MG,,,,,,,,,,,,,,,,,,,,,,
204,2003-07-10,2003,17,Parana,Gremio,3,1,Vitória Mandante,4,2,Parana, Pinheirão,PR,RS,,,,,,,,,,,,,,,,,,,,,,
205,2003-07-12,2003,18,Athletico-PR,Goias,0,0,Empate,0,0,-, Arena da Baixada,PR,GO,,,,,,,,,,,,,,,,,,,,,,
206,2003-07-12,2003,18,Fortaleza,Internacional,3,0,Vitória Mandante,3,3,Fortaleza, Castelão,CE,RS,,,,,,,,,,,,,,,,,,,,,,
207,2003-07-12,2003,18,Vasco,Paysandu,0,2,Vitória Visitante,2,-2,Paysandu, São Januário,RJ,PA,,,,,,,,,,,,,,,,,,,,,,
208,2003-07-13,2003,18,Atletico-MG,Flamengo,1,0,Vitória Mandante,1,1,Atletico-MG, Mineirão,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
209,2003-07-13,2003,18,Ponte Preta,Bahia,1,0,Vitória Mandante,1,1,Ponte Preta, Moisés Lucarelli,SP,BA,,,,,,,,,,,,,,,,,,,,,,
210,2003-07-13,2003,18,Corinthians,Coritiba,0,1,Vitória Visitante,1,-1,Coritiba, Morumbi,SP,PR,,,,,,,,,,,,,,,,,,,,,,
211,2003-07-13,2003,18,Criciuma,Juventude,3,0,Vitória Mandante,3,3,Criciuma, Heriberto Hulse,SC,RS,,,,,,,,,,,,,,,,,,,,,,
212,2003-07-13,2003,18,Figueirense,Parana,4,2,Vitória Mandante,6,2,Figueirense, Orlando Scarpelli,SC,PR,,,,,,,,,,,,,,,,,,,,,,
213,2003-07-13,2003,18,Sao Caetano,Guarani,0,2,Vitória Visitante,2,-2,Guarani, Anacleto Campanella,SP,SP,,,,,,,,,,,,,,,,,,,,,,
214,2003-07-13,2003,18,Fluminense,Sao Paulo,1,3,Vitória Visitante,4,-2,Sao Paulo, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
215,2003-07-13,2003,18,Gremio,Cruzeiro,0,1,Vitória Visitante,1,-1,Cruzeiro, Olímpico,RS,MG,,,,,,,,,,,,,,,,,,,,,,
216,2003-07-13,2003,18,Vitoria,Santos,2,0,Vitória Mandante,2,2,Vitoria, Barradão,BA,SP,,,,,,,,,,,,,,,,,,,,,,
217,2003-07-16,2003,19,Flamengo,Fortaleza,0,2,Vitória Visitante,2,-2,Fortaleza, Maracanã,RJ,CE,,,,,,,,,,,,,,,,,,,,,,
218,2003-07-16,2003,19,Juventude,Figueirense,1,2,Vitória Visitante,3,-1,Figueirense, Alfredo Jaconi,RS,SC,,,,,,,,,,,,,,,,,,,,,,
219,2003-07-16,2003,19,Bahia,Sao Caetano,0,0,Empate,0,0,-, Fonte Nova,BA,SP,,,,,,,,,,,,,,,,,,,,,,
220,2003-07-16,2003,19,Coritiba,Fluminense,3,0,Vitória Mandante,3,3,Coritiba, Couto Pereira,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
221,2003-07-16,2003,19,Guarani,Vitoria,2,2,Empate,4,0,-, Brinco de Ouro,SP,BA,,,,,,,,,,,,,,,,,,,,,,
222,2003-07-16,2003,19,Internacional,Atletico-MG,3,3,Empate,6,0,-, Beira Rio,RS,MG,,,,,,,,,,,,,,,,,,,,,,
223,2003-07-16,2003,19,Santos,Ponte Preta,2,1,Vitória Mandante,3,1,Santos, Vila Belmiro,SP,SP,,,,,,,,,,,,,,,,,,,,,,
224,2003-07-16,2003,19,Cruzeiro,Vasco,4,1,Vitória Mandante,5,3,Cruzeiro, Mineirão,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
225,2003-07-16,2003,19,Goias,Corinthians,1,1,Empate,2,0,-, Serra Dourada,GO,SP,,,,,,,,,,,,,,,,,,,,,,
226,2003-07-17,2003,19,Paysandu,Gremio,1,1,Empate,2,0,-, Mangueirão,PA,RS,,,,,,,,,,,,,,,,,,,,,,
227,2003-07-17,2003,19,Sao Paulo,Athletico-PR,2,0,Vitória Mandante,2,2,Sao Paulo, Morumbi,SP,PR,,,,,,,,,,,,,,,,,,,,,,
229,2003-07-19,2003,20,Fluminense,Santos,1,4,Vitória Visitante,5,-3,Santos,  Giulite Coutinho,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
230,2003-07-19,2003,20,Corinthians,Guarani,1,0,Vitória Mandante,1,1,Corinthians, Pacaembu,SP,SP,,,,,,,,,,,,,,,,,,,,,,
231,2003-07-19,2003,20,Fortaleza,Atletico-MG,4,3,Vitória Mandante,7,1,Fortaleza, Castelão,CE,MG,,,,,,,,,,,,,,,,,,,,,,
232,2003-07-19,2003,20,Internacional,Figueirense,3,0,Vitória Mandante,3,3,Internacional, Beira Rio,RS,SC,,,,,,,,,,,,,,,,,,,,,,
233,2003-07-20,2003,20,Juventude,Paysandu,2,0,Vitória Mandante,2,2,Juventude, Alfredo Jaconi,RS,PA,,,,,,,,,,,,,,,,,,,,,,
234,2003-07-20,2003,20,Athletico-PR,Bahia,2,1,Vitória Mandante,3,1,Athletico-PR, Arena da Baixada,PR,BA,,,,,,,,,,,,,,,,,,,,,,
235,2003-07-20,2003,20,Ponte Preta,Coritiba,1,1,Empate,2,0,-, Moisés Lucarelli,SP,PR,,,,,,,,,,,,,,,,,,,,,,
236,2003-07-20,2003,20,Criciuma,Flamengo,4,3,Vitória Mandante,7,1,Criciuma, Heriberto Hulse,SC,RJ,,,,,,,,,,,,,,,,,,,,,,
237,2003-07-20,2003,20,Goias,Sao Caetano,2,1,Vitória Mandante,3,1,Goias, Serra Dourada,GO,SP,,,,,,,,,,,,,,,,,,,,,,
238,2003-07-20,2003,20,Vitoria,Sao Paulo,0,2,Vitória Visitante,2,-2,Sao Paulo, Barradão,BA,SP,,,,,,,,,,,,,,,,,,,,,,
239,2003-07-20,2003,20,Cruzeiro,Parana,5,1,Vitória Mandante,6,4,Cruzeiro, Mineirão,MG,PR,,,,,,,,,,,,,,,,,,,,,,
240,2003-07-20,2003,20,Vasco,Gremio,2,0,Vitória Mandante,2,2,Vasco, São Januário,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
241,2003-07-23,2003,21,Parana,Fortaleza,4,1,Vitória Mandante,5,3,Parana, Pinheirão,PR,CE,,,,,,,,,,,,,,,,,,,,,,
242,2003-07-23,2003,21,Atletico-MG,Juventude,2,1,Vitória Mandante,3,1,Atletico-MG, Mineirão,MG,RS,,,,,,,,,,,,,,,,,,,,,,
243,2003-07-23,2003,21,Paysandu,Cruzeiro,3,0,Vitória Mandante,3,3,Paysandu, Mangueirão,PA,MG,,,,,,,,,,,,,,,,,,,,,,
244,2003-07-23,2003,21,Guarani,Athletico-PR,1,0,Vitória Mandante,1,1,Guarani, Brinco de Ouro,SP,PR,,,,,,,,,,,,,,,,,,,,,,
245,2003-07-23,2003,21,Figueirense,Vasco,0,0,Empate,0,0,-, Orlando Scarpelli,SC,RJ,,,,,,,,,,,,,,,,,,,,,,
246,2003-07-23,2003,21,Santos,Goias,3,3,Empate,6,0,-, Vila Belmiro,SP,GO,,,,,,,,,,,,,,,,,,,,,,
247,2003-07-23,2003,21,Bahia,Corinthians,0,0,Empate,0,0,-, Fonte Nova,BA,SP,,,,,,,,,,,,,,,,,,,,,,
248,2003-07-24,2003,21,Coritiba,Vitoria,1,1,Empate,2,0,-, Couto Pereira,PR,BA,,,,,,,,,,,,,,,,,,,,,,
249,2003-07-24,2003,21,Gremio,Criciuma,0,2,Vitória Visitante,2,-2,Criciuma, Olímpico,RS,SC,,,,,,,,,,,,,,,,,,,,,,
250,2003-07-24,2003,21,Flamengo,Internacional,2,1,Vitória Mandante,3,1,Flamengo, Maracanã,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
251,2003-07-24,2003,21,Sao Caetano,Fluminense,2,0,Vitória Mandante,2,2,Sao Caetano, Anacleto Campanella,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
252,2003-07-24,2003,21,Sao Paulo,Ponte Preta,1,2,Vitória Visitante,3,-1,Ponte Preta, Morumbi,SP,SP,,,,,,,,,,,,,,,,,,,,,,
253,2003-07-26,2003,22,Santos,Vasco,2,1,Vitória Mandante,3,1,Santos, Vila Belmiro,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
254,2003-07-26,2003,22,Goias,Atletico-MG,1,1,Empate,2,0,-, Serra Dourada,GO,MG,,,,,,,,,,,,,,,,,,,,,,
255,2003-07-26,2003,22,Athletico-PR,Paysandu,1,1,Empate,2,0,-, Arena da Baixada,PR,PA,,,,,,,,,,,,,,,,,,,,,,
256,2003-07-27,2003,22,Fortaleza,Ponte Preta,2,3,Vitória Visitante,5,-1,Ponte Preta, Castelão,CE,SP,,,,,,,,,,,,,,,,,,,,,,
257,2003-07-27,2003,22,Juventude,Fluminense,2,1,Vitória Mandante,3,1,Juventude, Alfredo Jaconi,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
258,2003-07-27,2003,22,Flamengo,Sao Paulo,1,1,Empate,2,0,-, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
259,2003-07-27,2003,22,Criciuma,Coritiba,2,3,Vitória Visitante,5,-1,Coritiba, Heriberto Hulse,SC,PR,,,,,,,,,,,,,,,,,,,,,,
260,2003-07-27,2003,22,Guarani,Figueirense,3,0,Vitória Mandante,3,3,Guarani, Brinco de Ouro,SP,SC,,,,,,,,,,,,,,,,,,,,,,
261,2003-07-27,2003,22,Vitoria,Parana,0,3,Vitória Visitante,3,-3,Parana, Barradão,BA,PR,,,,,,,,,,,,,,,,,,,,,,
262,2003-07-27,2003,22,Corinthians,Gremio,1,0,Vitória Mandante,1,1,Corinthians, Pacaembu,SP,RS,,,,,,,,,,,,,,,,,,,,,,
263,2003-07-27,2003,22,Cruzeiro,Bahia,5,2,Vitória Mandante,7,3,Cruzeiro, Mineirão,MG,BA,,,,,,,,,,,,,,,,,,,,,,
264,2003-07-27,2003,22,Internacional,Sao Caetano,0,0,Empate,0,0,-, Beira Rio,RS,SP,,,,,,,,,,,,,,,,,,,,,,
179,2003-07-30,2003,15,Athletico-PR,Santos,0,2,Vitória Visitante,2,-2,Santos, Arena da Baixada,PR,SP,,,,,,,,,,,,,,,,,,,,,,
180,2003-07-30,2003,15,Goias,Ponte Preta,0,0,Empate,0,0,-, Serra Dourada,GO,SP,,,,,,,,,,,,,,,,,,,,,,
228,2003-07-31,2003,19,Parana,Criciuma,2,1,Vitória Mandante,3,1,Parana, Pinheirão,PR,SC,,,,,,,,,,,,,,,,,,,,,,
265,2003-08-02,2003,23,Fluminense,Cruzeiro,2,2,Empate,4,0,-,  Giulite Coutinho,RJ,MG,,,,,,,,,,,,,,,,,,,,,,
266,2003-08-02,2003,23,Gremio,Santos,2,0,Vitória Mandante,2,2,Gremio, Olímpico,RS,SP,,,,,,,,,,,,,,,,,,,,,,
267,2003-08-02,2003,23,Sao Paulo,Internacional,0,2,Vitória Visitante,2,-2,Internacional, Morumbi,SP,RS,,,,,,,,,,,,,,,,,,,,,,
268,2003-08-02,2003,23,Sao Caetano,Juventude,1,1,Empate,2,0,-, Anacleto Campanella,SP,RS,,,,,,,,,,,,,,,,,,,,,,
269,2003-08-03,2003,23,Figueirense,Goias,0,1,Vitória Visitante,1,-1,Goias, Orlando Scarpelli,SC,GO,,,,,,,,,,,,,,,,,,,,,,
270,2003-08-03,2003,23,Parana,Corinthians,1,1,Empate,2,0,-, Arena da Baixada,PR,SP,,,,,,,,,,,,,,,,,,,,,,
271,2003-08-03,2003,23,Paysandu,Guarani,6,1,Vitória Mandante,7,5,Paysandu, Mangueirão,PA,SP,,,,,,,,,,,,,,,,,,,,,,
272,2003-08-03,2003,23,Coritiba,Fortaleza,1,1,Empate,2,0,-, Couto Pereira,PR,CE,,,,,,,,,,,,,,,,,,,,,,
273,2003-08-03,2003,23,Bahia,Criciuma,2,2,Empate,4,0,-, Fonte Nova,BA,SC,,,,,,,,,,,,,,,,,,,,,,
274,2003-08-03,2003,23,Ponte Preta,Flamengo,1,1,Empate,2,0,-, Moisés Lucarelli,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
275,2003-08-03,2003,23,Vasco,Athletico-PR,2,1,Vitória Mandante,3,1,Vasco, São Januário,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
276,2003-08-03,2003,23,Atletico-MG,Vitoria,1,0,Vitória Mandante,1,1,Atletico-MG, Mineirão,MG,BA,,,,,,,,,,,,,,,,,,,,,,
277,2003-08-06,2003,24,Vitoria,Paysandu,1,1,Empate,2,0,-, Barradão,BA,PA,,,,,,,,,,,,,,,,,,,,,,
278,2003-08-06,2003,24,Athletico-PR,Parana,1,0,Vitória Mandante,1,1,Athletico-PR, Arena da Baixada,PR,PR,,,,,,,,,,,,,,,,,,,,,,
279,2003-08-06,2003,24,Criciuma,Sao Caetano,0,1,Vitória Visitante,1,-1,Sao Caetano, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
280,2003-08-06,2003,24,Fortaleza,Fluminense,3,1,Vitória Mandante,4,2,Fortaleza, Castelão,CE,RJ,,,,,,,,,,,,,,,,,,,,,,
281,2003-08-06,2003,24,Juventude,Ponte Preta,0,0,Empate,0,0,-, Alfredo Jaconi,RS,SP,,,,,,,,,,,,,,,,,,,,,,
282,2003-08-06,2003,24,Santos,Atletico-MG,3,3,Empate,6,0,-, Vila Belmiro,SP,MG,,,,,,,,,,,,,,,,,,,,,,
283,2003-08-06,2003,24,Goias,Vasco,3,1,Vitória Mandante,4,2,Goias, Serra Dourada,GO,RJ,,,,,,,,,,,,,,,,,,,,,,
284,2003-08-06,2003,24,Cruzeiro,Sao Paulo,1,1,Empate,2,0,-, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
288,2003-08-07,2003,24,Internacional,Coritiba,1,0,Vitória Mandante,1,1,Internacional, Beira Rio,RS,PR,,,,,,,,,,,,,,,,,,,,,,
285,2003-08-07,2003,24,Flamengo,Bahia,6,0,Vitória Mandante,6,6,Flamengo, Maracanã,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
286,2003-08-07,2003,24,Corinthians,Figueirense,0,1,Vitória Visitante,1,-1,Figueirense, Pacaembu,SP,SC,,,,,,,,,,,,,,,,,,,,,,
287,2003-08-07,2003,24,Guarani,Gremio,2,0,Vitória Mandante,2,2,Guarani, Brinco de Ouro,SP,RS,,,,,,,,,,,,,,,,,,,,,,
289,2003-08-09,2003,25,Fluminense,Criciuma,1,1,Empate,2,0,-, Maracanã,RJ,SC,,,,,,,,,,,,,,,,,,,,,,
290,2003-08-09,2003,25,Sao Caetano,Cruzeiro,2,0,Vitória Mandante,2,2,Sao Caetano, Anacleto Campanella,SP,MG,,,,,,,,,,,,,,,,,,,,,,
291,2003-08-09,2003,25,Parana,Santos,1,2,Vitória Visitante,3,-1,Santos, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
292,2003-08-09,2003,25,Sao Paulo,Juventude,3,1,Vitória Mandante,4,2,Sao Paulo, Morumbi,SP,RS,,,,,,,,,,,,,,,,,,,,,,
293,2003-08-10,2003,25,Paysandu,Goias,2,2,Empate,4,0,-, Mangueirão,PA,GO,,,,,,,,,,,,,,,,,,,,,,
294,2003-08-10,2003,25,Ponte Preta,Internacional,1,4,Vitória Visitante,5,-3,Internacional, Moisés Lucarelli,SP,RS,,,,,,,,,,,,,,,,,,,,,,
295,2003-08-10,2003,25,Coritiba,Flamengo,5,0,Vitória Mandante,5,5,Coritiba, Couto Pereira,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
296,2003-08-10,2003,25,Atletico-MG,Corinthians,2,3,Vitória Visitante,5,-1,Corinthians, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
297,2003-08-10,2003,25,Figueirense,Vitoria,1,2,Vitória Visitante,3,-1,Vitoria, Orlando Scarpelli,SC,BA,,,,,,,,,,,,,,,,,,,,,,
298,2003-08-10,2003,25,Bahia,Fortaleza,1,0,Vitória Mandante,1,1,Bahia, Fonte Nova,BA,CE,,,,,,,,,,,,,,,,,,,,,,
299,2003-08-10,2003,25,Vasco,Guarani,0,0,Empate,0,0,-, São Januário,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
300,2003-08-10,2003,25,Gremio,Athletico-PR,1,1,Empate,2,0,-, Olímpico,RS,PR,,,,,,,,,,,,,,,,,,,,,,
301,2003-08-16,2003,26,Vasco,Vitoria,1,0,Vitória Mandante,1,1,Vasco, São Januário,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
302,2003-08-16,2003,26,Bahia,Internacional,1,3,Vitória Visitante,4,-2,Internacional, Fonte Nova,BA,RS,,,,,,,,,,,,,,,,,,,,,,
303,2003-08-16,2003,26,Figueirense,Santos,1,0,Vitória Mandante,1,1,Figueirense, Orlando Scarpelli,SC,SP,,,,,,,,,,,,,,,,,,,,,,
304,2003-08-16,2003,26,Coritiba,Juventude,1,0,Vitória Mandante,1,1,Coritiba, Couto Pereira,PR,RS,,,,,,,,,,,,,,,,,,,,,,
305,2003-08-16,2003,26,Atletico-MG,Athletico-PR,1,2,Vitória Visitante,3,-1,Athletico-PR, Mineirão,MG,PR,,,,,,,,,,,,,,,,,,,,,,
306,2003-08-16,2003,26,Sao Paulo,Criciuma,0,0,Empate,0,0,-,  Santa Cruz,SP,SC,,,,,,,,,,,,,,,,,,,,,,
307,2003-08-17,2003,26,Paysandu,Corinthians,2,2,Empate,4,0,-, Mangueirão,PA,SP,,,,,,,,,,,,,,,,,,,,,,
308,2003-08-17,2003,26,Sao Caetano,Fortaleza,3,0,Vitória Mandante,3,3,Sao Caetano, Anacleto Campanella,SP,CE,,,,,,,,,,,,,,,,,,,,,,
309,2003-08-17,2003,26,Ponte Preta,Cruzeiro,1,3,Vitória Visitante,4,-2,Cruzeiro, Moisés Lucarelli,SP,MG,,,,,,,,,,,,,,,,,,,,,,
310,2003-08-17,2003,26,Parana,Guarani,0,0,Empate,0,0,-, Pinheirão,PR,SP,,,,,,,,,,,,,,,,,,,,,,
311,2003-08-17,2003,26,Gremio,Goias,0,1,Vitória Visitante,1,-1,Goias, Olímpico,RS,GO,,,,,,,,,,,,,,,,,,,,,,
312,2003-08-17,2003,26,Fluminense,Flamengo,0,1,Vitória Visitante,1,-1,Flamengo, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
313,2003-08-20,2003,27,Flamengo,Sao Caetano,1,0,Vitória Mandante,1,1,Flamengo, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
314,2003-08-20,2003,27,Goias,Parana,1,0,Vitória Mandante,1,1,Goias, Serra Dourada,GO,PR,,,,,,,,,,,,,,,,,,,,,,
315,2003-08-20,2003,27,Juventude,Bahia,1,0,Vitória Mandante,1,1,Juventude, Alfredo Jaconi,RS,BA,,,,,,,,,,,,,,,,,,,,,,
316,2003-08-20,2003,27,Cruzeiro,Coritiba,2,2,Empate,4,0,-, Mineirão,MG,PR,,,,,,,,,,,,,,,,,,,,,,
317,2003-08-20,2003,27,Athletico-PR,Figueirense,1,2,Vitória Visitante,3,-1,Figueirense, Arena da Baixada,PR,SC,,,,,,,,,,,,,,,,,,,,,,
318,2003-08-20,2003,27,Vitoria,Gremio,4,1,Vitória Mandante,5,3,Vitoria, Barradão,BA,RS,,,,,,,,,,,,,,,,,,,,,,
319,2003-08-20,2003,27,Santos,Paysandu,2,0,Vitória Mandante,2,2,Santos, Vila Belmiro,SP,PA,,,,,,,,,,,,,,,,,,,,,,
320,2003-08-20,2003,27,Fortaleza,Sao Paulo,0,2,Vitória Visitante,2,-2,Sao Paulo, Castelão,CE,SP,,,,,,,,,,,,,,,,,,,,,,
321,2003-08-20,2003,27,Corinthians,Vasco,0,0,Empate,0,0,-, Pacaembu,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
322,2003-08-21,2003,27,Internacional,Fluminense,0,1,Vitória Visitante,1,-1,Fluminense, Beira Rio,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
323,2003-08-21,2003,27,Guarani,Atletico-MG,2,2,Empate,4,0,-, Brinco de Ouro,SP,MG,,,,,,,,,,,,,,,,,,,,,,
324,2003-08-21,2003,27,Criciuma,Ponte Preta,3,0,Vitória Mandante,3,3,Criciuma, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
325,2003-08-23,2003,28,Santos,Flamengo,2,1,Vitória Mandante,3,1,Santos, Vila Belmiro,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
326,2003-08-23,2003,28,Athletico-PR,Fortaleza,3,1,Vitória Mandante,4,2,Athletico-PR, Arena da Baixada,PR,CE,,,,,,,,,,,,,,,,,,,,,,
327,2003-08-23,2003,28,Goias,Cruzeiro,1,0,Vitória Mandante,1,1,Goias, Serra Dourada,GO,MG,,,,,,,,,,,,,,,,,,,,,,
328,2003-08-23,2003,28,Gremio,Sao Caetano,0,0,Empate,0,0,-, Olímpico,RS,SP,,,,,,,,,,,,,,,,,,,,,,
329,2003-08-24,2003,28,Vasco,Sao Paulo,3,2,Vitória Mandante,5,1,Vasco, São Januário,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
